client_id,client_type,first_name,last_name,date_of_birth,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,Age,Cluster
C1042,1,Rebecca,Parker,1945-08-03,0,9,25,0,2,0,0,81,1
C1043,1,Carol,Griffin,1999-07-14,0,9,53,0,5,0,2,27,1
C1044,1,Eric,Howard,1971-05-15,1,9,25,1,5,0,2,55,0
C1045,1,Rebecca,Allen,1942-04-01,0,9,27,0,3,0,2,84,1
C1046,1,Maria,Wood,1969-05-21,0,2,40,0,4,1,2,57,2
C1047,1,Ronald,Reyes,1984-12-12,1,9,50,0,3,0,2,42,1
C1048,1,Angela,Turner,1970-01-27,0,9,37,1,1,0,0,56,0
C1049,1,Tiffany,Sanders,1940-11-05,0,9,8,1,5,0,2,86,0
C1050,1,Tyler,Watson,1955-10-03,1,9,15,0,4,1,2,71,1
C1051,1,Cheryl,Hansen,1958-07-19,0,9,50,0,1,1,0,68,1
C1052,1,Kimberly,Parker,1953-04-24,0,9,48,0,1,1,0,73,1
C1053,1,Adam,Kim,1974-11-10,1,6,33,0,2,1,2,52,1
C1054,1,Edward,Foster,1989-09-04,1,9,1,0,2,1,2,37,1
C1055,1,Jonathan,Bennett,1972-11-20,1,9,27,1,2,1,2,54,0
C1056,1,Larry,Wilson,1979-01-19,1,9,11,0,1,1,2,47,1
C1057,1,Jesse,Garcia,1994-04-17,1,9,25,1,5,0,2,32,0
C1058,1,Rachel,Weaver,1973-06-12,0,5,3,0,3,1,2,53,2
C1059,1,Danielle,Davis,1978-06-26,0,9,8,0,4,0,2,48,1
C1060,1,Christian,Evans,1940-12-25,1,9,25,0,5,0,0,86,1
C1061,1,Stephanie,Smith,1960-06-01,0,8,43,0,1,0,2,66,1
C1062,1,Billy,Foster,1975-12-20,1,9,8,0,4,0,0,51,1
C1063,1,Nicole,Weaver,1988-12-05,0,9,27,1,5,1,2,38,0
C1064,1,Brandon,Pierce,1945-08-06,1,9,8,0,5,1,2,81,1
C1065,1,Mark,Reyes,1955-01-06,1,9,15,0,3,1,1,71,1
C1066,1,Ashley,Moore,1941-09-21,0,0,49,0,1,0,2,85,2
C1067,1,Samuel,Howard,1942-12-24,1,6,19,1,4,0,0,84,0
C1068,1,Kathleen,Carter,1984-02-10,0,9,8,0,3,0,0,42,1
C1069,1,Lawrence,Cox,1992-06-13,1,9,50,0,3,1,0,34,1
C1070,1,Virginia,Rogers,1951-06-26,0,5,3,0,5,0,0,75,2
C1071,1,Aaron,Johnson,1966-08-11,1,9,47,0,2,0,0,60,1
C1072,1,Kimberly,Jones,1962-06-10,0,9,48,0,3,0,0,64,1
C1073,1,Carl,Collins,1955-07-02,1,9,8,1,2,0,2,71,0
C1074,1,George,Foster,1954-07-10,1,8,31,0,1,0,2,72,1
C1075,1,Carolyn,Watson,1975-02-17,0,6,2,0,3,0,2,51,1
C1076,1,Betty,Thompson,1980-10-28,0,9,14,1,3,0,0,46,0
C1077,1,Peter,Griffin,1982-03-07,1,9,47,1,2,0,0,44,0
C1078,1,Joshua,Howard,1940-07-22,1,9,35,0,1,0,0,86,1
C1079,1,Steven,Hayes,1959-06-19,1,9,8,1,4,1,2,67,0
C1080,1,Hannah,Stewart,1956-10-06,0,8,12,1,4,0,0,70,0
C1081,0,Meridian,Co,1974-09-08,1,7,32,0,4,1,0,52,0
C1082,1,Patricia,Martin,1993-02-04,0,9,37,1,5,1,2,33,0
C1083,1,Pamela,Jackson,1950-10-06,0,9,11,1,4,0,0,76,0
C1084,1,Sarah,Hansen,1989-07-27,0,4,18,0,4,0,0,37,2
C1085,1,Sarah,Flores,1947-10-18,0,0,41,1,1,0,1,79,2
C1086,1,Timothy,Montgomery,1956-03-01,1,9,11,0,1,1,2,70,1
C1087,1,Matthew,Owens,1984-01-03,1,9,11,0,3,0,2,42,1
C1088,1,Nicholas,Stewart,1998-09-26,1,9,48,0,4,1,0,28,1
C1089,1,Madison,Ward,1962-09-17,0,9,48,0,1,1,2,64,1
C1090,1,Laura,Moore,1962-09-07,0,2,0,0,3,1,1,64,2
C1091,1,Arthur,Phillips,1984-07-21,1,9,25,0,1,1,0,42,1
C1092,1,Terry,Adams,1996-11-24,1,9,37,1,2,0,2,30,0
C1093,1,Adam,Allen,1980-07-13,1,9,37,0,1,1,2,46,1
C1094,1,Sarah,Cook,1960-02-12,0,9,53,0,2,1,2,66,1
C1095,1,Cynthia,Howard,1940-02-26,0,9,8,0,3,0,0,86,1
C1096,1,Grace,Edwards,1965-05-20,0,9,27,0,2,0,1,61,1
C1097,1,Teresa,Pierce,1962-07-16,0,2,0,0,3,1,0,64,2
C1098,1,Paul,Young,1976-10-24,1,9,8,1,3,0,1,50,0
C1099,1,Joan,Scott,1972-06-26,0,9,11,0,3,0,0,54,1
C1100,1,Frank,Thomas,1940-05-14,1,7,32,0,1,0,2,86,1
C1101,1,Matthew,King,1964-01-03,1,1,13,0,5,0,2,62,2
C1102,0,Harmon,Co,1960-05-06,1,5,4,0,2,0,0,66,2
C1103,1,Jose,Johnson,1961-04-27,1,1,52,0,4,0,0,65,2
C1104,1,Christian,Weaver,1998-10-15,1,9,48,1,5,1,2,28,0
C1105,1,Roger,Ward,1940-01-14,1,9,25,0,3,1,2,86,1
C1106,1,Sean,Martin,1982-05-16,1,9,8,0,1,0,0,44,1
C1107,1,Frank,Hayes,1948-01-15,1,2,5,0,1,0,2,78,2
C1108,1,Helen,Ward,1994-01-12,0,0,44,0,4,0,2,32,2
C1109,1,Rebecca,Anderson,1967-09-05,0,9,8,0,1,1,1,59,1
C1110,1,Harold,Watson,1977-05-12,1,9,27,0,5,1,2,49,1
C1111,0,Corvus,Co,1967-01-23,1,9,8,0,4,1,2,59,0
C1112,1,Donald,Green,1982-01-05,1,9,25,1,3,1,2,44,0
C1113,1,Brenda,Martin,1974-08-18,0,9,47,1,2,0,1,52,0
C1114,1,Cheryl,Wood,1992-02-04,0,9,8,0,3,0,2,34,1
C1115,1,Joseph,Bell,1973-10-24,1,9,11,0,3,1,0,53,1
C1116,1,Angela,Freeman,1991-12-17,0,9,8,0,1,1,0,35,1
C1117,1,Rebecca,Patterson,1955-02-23,0,6,23,0,5,1,2,71,1
C1118,0,Caldera,Co,1969-04-26,1,8,43,1,2,1,2,57,0
C1119,1,Larry,Green,1941-03-14,1,9,37,0,1,1,2,85,1
C1120,1,Kathleen,Carter,1979-07-16,0,9,1,0,1,0,2,47,1
C1121,1,Carolyn,Gray,1985-06-02,0,9,8,0,1,0,1,41,1
C1122,1,Judith,Evans,1942-10-04,0,9,8,0,4,0,2,84,1
C1123,1,Robert,Pierce,1951-03-11,1,9,50,0,5,0,0,75,1
C1124,1,Sharon,Murray,1976-02-04,0,9,37,1,5,1,2,50,0
C1125,1,Ronald,Price,1941-02-03,1,9,37,0,3,0,0,85,1
C1126,0,Elara,Co,1983-02-16,1,9,50,0,1,1,2,43,0
C1127,1,Ann,Cooper,1943-06-15,0,8,12,1,1,0,2,83,0
C1128,1,Brian,Montgomery,1983-12-05,1,9,8,1,1,0,2,43,0
C1129,1,Martha,Hansen,1945-09-03,0,9,11,1,5,0,0,81,0
C1130,1,Tiffany,Parker,1987-03-01,0,9,1,0,5,0,2,39,1
C1131,1,Cheryl,Kim,1984-05-28,0,9,8,1,3,0,2,42,0
C1132,1,Terry,Roberts,1982-01-21,1,9,27,0,2,1,2,44,1
C1133,1,Jason,Hansen,1993-01-21,1,9,37,1,3,0,2,33,0
C1134,1,Dorothy,Bennett,1943-10-10,0,9,8,1,1,0,2,83,0
C1135,1,Melissa,Phillips,1999-09-22,0,7,24,1,5,1,1,27,0
C1136,1,Shirley,Weaver,1965-04-27,0,9,8,0,3,1,0,61,1
C1137,1,Carol,Price,1986-12-24,0,9,25,0,4,1,0,40,1
C1138,1,George,Green,1964-08-24,1,9,37,0,1,0,2,62,1
C1139,1,Tiffany,Green,1996-03-03,0,9,8,0,4,1,1,30,1
C1140,1,Billy,Jackson,1976-07-01,1,9,14,0,1,1,2,50,1
C1141,1,Kimberly,Montgomery,2000-01-26,0,9,1,1,3,0,2,26,0
C1142,1,Julia,Hughes,1948-03-10,0,9,11,0,2,1,0,78,1
C1143,1,Michael,Garcia,1994-09-10,1,9,1,0,2,1,2,32,1
C1144,1,Diane,Young,1978-11-10,0,9,15,1,4,0,1,48,0
C1145,1,Ethan,King,1993-04-04,1,9,25,0,5,0,2,33,1
C1146,1,Richard,Weaver,1991-03-14,1,9,8,1,2,0,2,35,0
C1147,1,Brittany,Edwards,1978-02-09,0,9,48,0,3,0,2,48,1
C1148,1,Joshua,Rogers,1991-07-15,1,0,26,0,1,1,0,35,2
C1149,1,Kimberly,Thomas,1980-03-06,0,7,46,0,3,0,0,46,1
C1150,1,Tiffany,Cook,1992-11-08,0,9,25,1,4,0,0,34,0
C1151,1,Tyler,Anderson,1963-12-14,1,9,1,1,2,0,2,63,0
C1152,1,Jason,Williams,1977-09-16,1,9,15,0,1,0,2,49,1
C1153,1,Scott,Sanders,1991-09-14,1,9,8,0,1,0,2,35,1
C1154,1,Jerry,Brown,1956-07-12,1,9,48,0,5,1,0,70,1
C1155,1,William,Young,1977-03-03,1,9,8,0,5,0,2,49,1
C1156,1,Dorothy,Kim,1956-05-16,0,9,50,0,4,0,0,70,1
C1157,1,Kenneth,Davis,1944-11-02,1,2,0,1,2,0,2,82,2
C1158,1,Joan,Pierce,1955-05-19,0,9,8,1,2,0,2,71,0
C1159,1,Gerald,Howard,1940-03-24,1,9,25,1,1,1,2,86,0
C1160,1,Walter,Griffin,1980-11-21,1,9,14,0,2,1,2,46,1
C1161,1,Stephen,White,1994-02-12,1,2,0,1,3,1,2,32,2
C1162,1,Charles,Nelson,1962-01-25,1,9,8,1,2,0,2,64,0
C1163,1,Noah,Morales,1998-10-26,1,9,8,0,3,1,2,28,1
C1164,1,Emma,Watson,1968-04-11,0,1,52,0,3,1,0,58,2
C1165,1,Victoria,Alexander,1994-09-26,0,7,24,0,1,0,2,32,1
C1166,1,Scott,Hall,1991-11-15,1,9,27,1,1,0,2,35,0
C1167,1,Kevin,Alexander,1967-12-20,1,8,43,0,3,0,2,59,1
C1168,1,Brittany,Reyes,1998-12-25,0,5,16,0,2,1,0,28,2
C1169,1,Noah,Bryant,1994-01-05,1,7,42,0,5,1,0,32,1
C1170,1,Amanda,Collins,1990-02-09,0,9,25,0,1,1,2,36,1
C1171,1,Anna,Patterson,1984-08-21,0,9,8,1,4,1,2,42,0
C1172,1,Victoria,Freeman,1942-11-05,0,9,25,0,5,0,2,84,1
C1173,1,Cheryl,Price,1984-11-02,0,2,22,1,1,0,2,42,2
C1174,1,Kenneth,White,1982-07-06,1,9,25,0,2,0,0,44,1
C1175,1,Evelyn,Long,1959-09-27,0,9,8,0,2,0,2,67,1
C1176,1,Lauren,Baker,1975-06-03,0,9,8,1,4,1,0,51,0
C1177,1,Larry,Sanders,1998-09-05,1,9,8,1,2,0,0,28,0
C1178,1,Jessica,Richardson,1950-07-16,0,9,8,0,1,0,0,76,1
C1179,1,Melissa,Anderson,1991-02-09,0,9,8,0,4,0,0,35,1
C1180,1,Deborah,Miller,1995-07-11,0,1,7,0,2,1,2,31,2
C1181,1,Judith,Hansen,1956-03-23,0,9,25,1,5,0,2,70,0
C1182,1,Christopher,Murray,1961-03-11,1,5,3,1,3,1,2,65,0
C1183,1,Carl,Rogers,1993-11-14,1,9,1,1,1,0,2,33,0
C1184,1,David,Nelson,1953-04-14,1,4,18,0,2,0,2,73,2
C1185,1,Ronald,Peterson,2000-06-27,1,9,8,0,3,0,2,26,1
C1186,1,Victoria,Bennett,1978-06-27,0,9,25,0,3,1,2,48,1
C1187,1,Melissa,Pierce,1962-03-18,0,9,25,0,4,0,2,64,1
C1188,1,Matthew,White,1995-11-01,1,2,0,0,1,0,1,31,2
C1189,1,Peter,Alexander,1963-01-22,1,9,14,0,2,1,1,63,1
C1190,1,Sandra,Baker,1946-08-04,0,9,47,0,4,0,1,80,1
C1191,1,Mary,Cox,1950-04-17,0,9,8,1,3,0,2,76,0
C1192,1,Adam,Jones,2000-01-05,1,9,14,0,5,0,2,26,1
C1193,1,Amy,Owens,1975-04-20,0,8,12,0,1,0,2,51,1
C1194,1,Melissa,Brooks,1943-06-17,0,9,11,0,1,0,2,83,1
C1195,1,Anna,Pierce,1990-06-07,0,9,8,0,4,1,0,36,1
C1196,1,William,Freeman,1955-09-03,1,9,25,0,2,0,0,71,1
C1197,1,Deborah,Roberts,1959-04-10,0,9,1,0,4,0,2,67,1
C1198,1,Lisa,Young,1960-01-21,0,9,27,0,1,0,0,66,1
C1199,1,Justin,Campbell,1943-03-03,1,9,11,0,2,0,2,83,1
C1200,1,Henry,Taylor,1969-11-03,1,9,48,0,4,0,0,57,1
C1201,1,Timothy,Stewart,2000-03-22,1,9,37,1,1,1,2,26,0
C1202,0,Telnox,Co,1985-05-09,1,2,40,1,5,1,2,41,2
C1203,1,Ashley,Green,1962-01-18,0,9,1,0,2,1,2,64,1
C1204,1,William,Reed,1992-04-03,1,6,39,1,2,1,2,34,0
C1205,1,Patrick,Pierce,1959-05-15,1,1,13,0,4,0,2,67,2
C1206,1,Melissa,Baker,1957-12-09,0,9,8,1,5,0,2,69,0
C1207,1,Lauren,Price,1973-10-24,0,9,47,0,5,1,0,53,1
C1208,1,Noah,Ward,1977-11-27,1,9,11,0,1,0,2,49,1
C1209,1,Tiffany,Kim,1978-07-01,0,9,8,0,4,1,2,48,1
C1210,1,Dennis,Cox,1991-06-04,1,9,8,1,1,0,2,35,0
C1211,1,Kathleen,Owens,1996-07-10,0,2,5,0,5,1,2,30,2
C1212,1,Lawrence,Gray,1957-07-11,1,9,8,0,1,0,0,69,1
C1213,1,Ruth,Martin,1993-08-06,0,2,22,0,5,0,2,33,2
C1214,1,Jennifer,Peterson,2000-08-10,0,9,14,0,1,0,0,26,1
C1215,1,Charles,Patterson,1994-07-24,1,9,8,0,3,0,2,32,1
C1216,1,Martha,Jordan,1997-07-10,0,4,28,0,4,0,2,29,2
C1217,1,William,Carter,1997-01-05,1,9,8,1,4,1,2,29,0
C1218,1,Teresa,Smith,1941-12-28,0,9,8,0,1,1,2,85,1
C1219,1,Danielle,Howard,1983-12-06,0,9,1,0,1,1,2,43,1
C1220,1,Christina,Martin,1967-09-08,0,9,11,1,4,1,2,59,0
C1221,1,Cynthia,Thomas,1984-05-23,0,9,25,1,2,0,0,42,0
C1222,1,Christopher,Taylor,1969-01-07,1,9,48,0,4,0,2,57,1
C1223,1,Sharon,Stone,1952-09-17,0,9,53,0,4,0,2,74,1
C1224,1,Paul,Carter,1942-06-13,1,9,27,1,5,1,1,84,0
C1225,1,Larry,James,1990-11-10,1,9,37,0,2,0,2,36,1
C1226,1,Michael,Sanders,1989-05-01,1,9,48,0,4,0,2,37,1
C1227,1,Alexander,Reyes,1987-03-13,1,9,11,0,3,1,0,39,1
C1228,1,Joseph,Howard,1954-07-07,1,9,8,0,2,0,2,72,1
C1229,1,Madison,Reyes,1994-11-02,0,8,43,0,1,1,2,32,1
C1230,1,Lawrence,Parker,1985-02-18,1,9,8,0,5,0,1,41,1
C1231,1,Betty,Carter,1954-12-09,0,9,8,0,2,0,0,72,1
C1232,1,Mary,Jackson,1989-09-23,0,2,5,0,3,0,2,37,2
C1233,1,Brian,Scott,1979-08-05,1,9,48,0,4,0,2,47,1
C1234,1,Karen,King,1957-01-20,0,9,11,1,1,0,2,69,0
C1235,1,Michael,Morales,1957-05-27,1,9,1,0,2,0,2,69,1
C1236,1,Brandon,Cook,1972-08-24,1,9,1,0,4,1,2,54,1
C1237,1,Helen,Cook,1943-09-25,0,8,51,1,4,1,2,83,0
C1238,1,Joshua,Bennett,1946-04-22,1,9,25,0,1,1,0,80,1
C1239,1,Catherine,Adams,1953-02-07,0,9,37,0,3,0,0,73,1
C1240,1,Gloria,Wright,1984-11-12,0,9,25,1,4,1,2,42,0
C1241,1,Danielle,Martin,1973-08-19,0,9,8,0,1,0,0,53,1
C1242,1,Gerald,Collins,1961-09-22,1,9,8,0,3,1,2,65,1
C1243,1,Jeffrey,Edwards,1948-10-04,1,9,11,0,1,0,2,78,1
C1244,1,Joseph,Phillips,1992-06-10,1,9,48,1,5,1,2,34,0
C1245,1,Edward,Reyes,1963-02-10,1,9,8,0,3,1,0,63,1
C1246,1,Joyce,Jackson,1943-05-10,0,2,0,0,2,0,0,83,2
C1247,1,Judy,Moore,1957-04-09,0,9,25,1,2,0,2,69,0
C1248,1,Sara,Scott,1976-07-04,0,9,1,0,3,0,0,50,1
C1249,1,Janet,James,1971-07-14,0,9,8,1,1,0,2,55,0
C1250,1,Jordan,Stewart,1950-04-19,1,9,25,0,5,0,0,76,1
C1251,1,Aaron,Thompson,1975-11-01,1,9,47,1,5,0,2,51,0
C1252,1,Margaret,Cook,1962-02-27,0,9,1,0,3,1,2,64,1
C1253,1,Jason,Flores,1991-09-24,1,9,8,0,2,0,0,35,1
C1254,1,Ethan,Freeman,1956-04-04,1,9,8,0,5,1,0,70,1
C1255,1,Mark,Patterson,1999-09-15,1,9,8,0,3,0,0,27,1
C1256,0,Triton,Co,1972-02-18,0,9,8,1,4,0,0,54,0
C1257,1,Michael,Scott,1991-12-22,1,9,8,0,5,1,0,35,1
C1258,1,Betty,Stone,1969-06-22,0,9,25,0,1,0,2,57,1
C1259,1,William,Edwards,1971-02-19,1,9,8,1,3,1,0,55,0
C1260,1,Elizabeth,Ward,1992-08-24,0,9,8,0,2,0,0,34,1
C1261,1,Patrick,Kim,1976-09-03,1,9,48,0,3,0,1,50,1
C1262,1,Dorothy,Evans,1950-11-10,0,9,8,1,4,0,0,76,0
C1263,1,Lawrence,Alexander,1951-11-17,1,9,8,1,3,0,0,75,0
C1264,1,Sarah,Garcia,1999-12-06,0,9,8,1,1,0,0,27,0
C1265,1,Gary,White,1943-03-24,1,9,53,0,1,1,0,83,1
C1266,1,Christopher,Hughes,1952-06-20,1,8,12,0,2,0,2,74,1
C1267,1,Dorothy,Peterson,1965-04-07,0,9,11,0,3,1,2,61,1
C1268,1,Gloria,Green,1995-10-01,0,8,31,1,1,1,2,31,0
C1269,1,Jack,Bennett,1964-09-28,1,9,8,0,5,0,2,62,1
C1270,1,Cheryl,Ward,1978-10-18,0,9,47,0,4,0,0,48,1
C1271,1,Noah,Anderson,1992-09-10,1,9,8,0,2,1,0,34,1
C1272,1,Ryan,Collins,1941-05-13,1,4,34,0,1,1,2,85,2
C1273,1,Gerald,Jordan,1968-05-13,1,2,0,0,5,0,2,58,2
C1274,1,Linda,Jones,1979-07-09,0,9,8,1,1,1,2,47,0
C1275,1,Jessica,Roberts,1969-02-26,0,9,15,1,1,0,2,57,0
C1276,1,Arthur,Griffin,1940-03-09,1,0,49,0,1,1,0,86,2
C1277,1,Lauren,Griffin,1981-04-01,0,9,8,1,2,0,0,45,0
C1278,1,Arthur,Griffin,1997-07-25,1,9,48,0,4,0,2,29,1
C1279,1,Peter,Martin,1943-10-12,1,9,8,0,4,1,2,83,1
C1280,1,Jacob,Bennett,1953-09-19,1,9,47,0,2,1,2,73,1
C1281,1,Deborah,Edwards,1998-06-12,0,2,22,1,2,1,2,28,2
C1282,1,Ashley,Taylor,1996-05-18,0,9,11,1,3,1,0,30,0
C1283,1,Janice,Collins,1945-11-08,0,9,27,0,3,0,0,81,1
C1284,1,Patrick,Bennett,1955-10-16,1,9,8,0,2,0,2,71,1
C1285,1,Steven,Cox,1954-03-02,1,9,48,0,4,1,2,72,1
C1286,1,Stephen,Evans,1963-07-10,1,9,8,0,5,0,0,63,1
C1287,1,Diane,Hughes,1998-04-07,0,9,8,1,4,0,2,28,0
C1288,1,Sean,Cooper,1941-01-20,1,1,52,0,3,0,0,85,2
C1289,1,Samuel,Freeman,1973-07-26,1,6,19,1,1,1,0,53,0
C1290,1,Teresa,Long,1973-10-24,0,9,53,0,3,1,2,53,1
C1291,1,Paul,Johnson,1983-11-09,1,9,8,1,5,1,2,43,0
C1292,1,Jordan,Evans,1977-05-22,1,9,47,1,5,1,2,49,0
C1293,1,Anna,Wright,1972-08-01,0,9,8,0,1,0,0,54,1
C1294,1,Henry,Davis,1963-02-09,1,2,36,1,3,1,0,63,2
C1295,1,Anna,Bryant,1992-04-21,0,9,8,1,1,1,2,34,0
C1296,1,Keith,Hughes,1963-06-02,1,9,50,0,1,0,2,63,1
C1297,0,Vertex,Co,1983-09-06,1,5,4,0,5,0,2,43,2
C1298,1,Margaret,Taylor,1968-08-04,0,9,8,0,2,0,0,58,1
C1299,1,Karen,James,1944-05-05,0,9,8,1,3,0,2,82,0
C1300,1,Judith,Collins,1961-01-06,0,9,8,0,2,0,2,65,1
C1301,1,Benjamin,Hayes,1955-12-17,1,9,50,0,2,0,0,71,1
C1302,1,Jerry,Anderson,1996-04-19,1,9,1,1,5,0,2,30,0
C1303,1,Christian,Miller,1962-08-22,1,9,1,0,3,1,2,64,1
C1304,1,Angela,Cook,1985-06-08,0,9,8,1,1,0,2,41,0
C1305,1,Catherine,Anderson,1978-09-17,0,9,15,0,4,0,2,48,1
C1306,1,Kathleen,Morales,1948-03-18,0,9,53,0,5,0,2,78,1
C1307,1,Rachel,Rogers,1993-02-14,0,9,11,0,5,0,0,33,1
C1308,1,Timothy,Sanders,2000-03-04,1,9,8,1,5,0,0,26,0
C1309,1,David,Reyes,1999-12-06,1,9,8,0,5,0,2,27,1
C1310,1,Ann,Roberts,1955-05-04,0,9,27,0,5,0,0,71,1
C1311,1,Christopher,Ward,1940-08-14,1,8,12,0,4,1,1,86,1
C1312,1,Timothy,Stone,1942-09-03,1,9,27,0,5,0,2,84,1
C1313,1,Heather,Reed,1972-03-17,0,0,54,1,3,0,2,54,2
C1314,1,Rachel,Miller,1964-09-17,0,9,1,0,3,0,2,62,1
C1315,1,Joshua,Garcia,1948-12-24,1,9,11,0,3,0,0,78,1
C1316,1,Emma,King,1993-05-09,0,9,11,0,2,1,2,33,1
C1317,0,Atlas,Co,1973-11-27,1,9,48,0,2,1,2,53,0
C1318,1,William,Montgomery,1943-01-18,1,9,47,0,1,0,2,83,1
C1319,1,Grace,James,1954-08-17,0,9,14,0,3,1,1,72,1
C1320,1,Peter,Reyes,1969-05-03,1,9,8,1,1,0,2,57,0
C1321,1,Christopher,Reed,1990-09-11,1,9,11,1,5,0,1,36,0
C1322,1,Barbara,Reyes,1994-12-26,0,9,8,0,5,0,0,32,1
C1323,1,Nicholas,Moore,1963-07-28,1,9,48,0,3,0,2,63,1
C1324,1,Carl,Edwards,1992-04-21,1,9,1,1,2,1,0,34,0
C1325,1,George,Jones,1974-12-09,1,2,0,0,5,1,0,52,2
C1326,1,Brandon,Mitchell,1944-05-22,1,9,11,1,4,0,2,82,0
C1327,1,Betty,Carter,1993-05-14,0,9,8,0,4,1,2,33,1
C1328,1,Sandra,Cooper,1956-07-23,0,9,53,0,4,0,2,70,1
C1329,1,Scott,Parker,1968-04-28,1,9,8,1,3,1,0,58,0
C1330,1,Kelly,James,1975-05-02,0,9,11,1,2,0,0,51,0
C1331,1,Christina,Bennett,1986-10-06,0,9,8,1,1,0,0,40,0
C1332,1,Michael,Howard,1995-12-11,1,9,53,1,5,1,0,31,0
C1333,1,Jack,Hansen,1988-03-27,1,9,25,1,2,1,2,38,0
C1334,1,Victoria,Nelson,1965-12-08,0,9,8,0,5,1,0,61,1
C1335,1,Elizabeth,Hall,1982-05-01,0,9,37,1,2,1,2,44,0
C1336,1,Joyce,Thompson,1948-12-09,0,9,8,0,5,0,1,78,1
C1337,1,Jennifer,Johnson,1953-09-20,0,9,8,1,5,0,2,73,0
C1338,1,Christine,James,1968-12-01,0,9,8,0,2,1,2,58,1
C1339,0,Rexon,Co,1961-02-24,1,9,25,0,4,1,2,65,0
C1340,0,Forsyte,Co,1988-12-05,1,9,11,0,5,0,2,38,0
C1341,1,Julie,Cox,1952-09-23,0,9,11,0,5,1,2,74,1
C1342,1,Maria,Griffin,1964-02-21,0,9,8,0,1,1,0,62,1
C1343,1,Megan,Turner,1995-03-13,0,2,36,0,5,0,0,31,2
C1344,1,Carl,Phillips,1974-05-24,1,9,14,0,1,0,0,52,1
C1345,1,Mary,Parker,1956-04-25,0,9,47,0,5,0,2,70,1
C1346,0,Triton,Co,1987-03-18,0,9,11,1,4,0,0,39,0
C1347,1,Mark,James,1956-02-13,1,9,53,0,2,0,1,70,1
C1348,1,Peter,Harris,1998-07-16,1,9,37,0,4,1,1,28,1
C1349,1,Joyce,Johnson,1982-02-14,0,9,50,1,3,0,2,44,0
C1350,1,Julia,King,1991-05-17,0,5,16,0,5,0,2,35,2
C1351,1,Judith,Long,1987-06-24,0,0,44,0,2,0,1,39,2
C1352,1,Benjamin,Gray,1989-03-16,1,9,8,0,2,1,0,37,1
C1353,1,Debra,Jackson,1997-10-15,0,2,0,0,1,0,0,29,2
C1354,1,Patrick,Johnson,1941-04-09,1,9,14,0,5,0,2,85,1
C1355,1,Shirley,Owens,1966-11-22,0,9,8,1,2,1,1,60,0
C1356,1,Jonathan,Morales,1994-03-26,1,9,37,1,4,0,0,32,0
C1357,1,Danielle,Patterson,1987-03-01,0,9,8,0,5,1,2,39,1
C1358,1,Gregory,Taylor,1943-01-05,1,9,47,0,4,0,0,83,1
C1359,1,Gary,Owens,1975-07-25,1,9,50,0,3,0,0,51,1
C1360,1,Billy,Nelson,1990-11-27,1,9,50,0,4,0,0,36,1
C1361,1,Ashley,Owens,1943-07-21,0,9,8,0,3,0,1,83,1
C1362,1,Laura,Jordan,1965-04-13,0,9,8,1,1,1,0,61,0
C1363,1,James,Stone,1981-06-04,1,9,15,0,5,1,0,45,1
C1364,1,Andrea,Watson,1998-12-23,0,9,8,1,1,0,2,28,0
C1365,1,Tiffany,Sanders,1969-03-16,0,1,7,1,5,1,2,57,2
C1366,1,George,Thompson,1995-07-27,1,9,8,0,1,0,2,31,1
C1367,1,Stephanie,Jordan,1953-01-11,0,5,4,0,2,0,1,73,2
C1368,1,Jose,Gray,1947-11-22,1,9,8,0,5,1,1,79,1
C1369,1,Peter,Garcia,1983-10-07,1,4,6,0,4,1,0,43,2
C1370,1,Frank,Evans,1965-06-04,1,9,11,1,1,0,0,61,0
C1371,1,Timothy,Thomas,1989-06-19,1,8,12,0,2,1,2,37,1
C1372,1,Lisa,Turner,1981-11-21,0,9,53,1,2,0,2,45,0
C1373,1,Melissa,Evans,1992-10-11,0,9,8,0,3,1,2,34,1
C1374,0,Quasar,Co,1990-01-25,1,4,18,0,3,1,0,36,2
C1375,1,Carolyn,Flores,1972-11-22,0,9,8,1,4,1,0,54,0
C1376,1,Carolyn,Edwards,1987-06-23,0,9,1,1,3,1,0,39,0
C1377,1,Laura,Long,1984-01-04,0,9,48,1,2,0,2,42,0
C1378,1,Maria,Morales,1976-11-19,0,9,8,1,1,0,2,50,0
C1379,1,Kevin,Gray,1970-06-11,1,8,43,0,2,0,2,56,1
C1380,1,Michael,Hughes,1949-10-15,1,2,0,1,4,0,2,77,2
C1381,1,Eric,Cox,1962-06-16,1,5,17,0,3,1,2,64,2
C1382,1,Adam,James,1951-05-19,1,9,37,0,2,0,2,75,1
C1383,1,Noah,Moore,1992-11-11,1,9,8,0,2,0,0,34,1
C1384,1,Mary,Young,1988-03-10,0,9,8,0,2,1,0,38,1
C1385,1,Kenneth,Owens,1946-06-01,1,9,8,0,1,0,0,80,1
C1386,1,Harold,Howard,1947-08-23,1,9,53,0,4,1,2,79,1
C1387,1,Jose,Reed,1943-05-27,1,5,16,1,4,0,2,83,0
C1388,1,Hannah,Stone,1999-04-20,0,9,53,0,3,0,2,27,1
C1389,1,Jordan,Montgomery,1952-07-03,1,8,43,0,2,0,2,74,1
C1390,1,Lauren,Thomas,1979-07-21,0,9,25,0,3,0,2,47,1
